controller,seed,steps,success,remaining_mass,removal_rate,total_reward,collision_rate,known_fraction,path_length,first_contact_step
flow_only,20260811,300,0.0,1.0,0.5,9.741056216508106,0.0,0.7973856209150327,30.94994986290112,229
random,20260811,300,0.0,1.0,0.5,7.433519134521499,0.0,0.8169934640522876,123.93917205021717,230
greedy,20260811,300,0.0,2.0,0.0,-0.6000000000000004,0.0,0.7843137254901961,130.22991552948952,300
