controller,seed,steps,success,remaining_mass,removal_rate,total_reward,collision_rate,known_fraction,path_length
flow_only,20260811,134,1.0,0.0,1.0,25.593604690551718,0.0,0.6375,13.549200282839593
random,20260811,168,1.0,0.0,1.0,24.4969594278335,0.0,0.6625,68.73098065890372
greedy,20260811,300,0.0,1.0,0.5,8.772886896133349,0.0,0.25,127.66209966596216
